corpus_size,bilingual_size,avg_sim_test,wordsim_dataset,correlation_score,p_value,exec_time
35831643,9032,0.46364445487720574,2,0.32851361676052032,4.3680380881638395e-07,5.472412824630737
35831643,9032,0.46364445487720574,3,0.48580247190778797,2.6505461287492219e-157,5.472412824630737
35831643,9032,0.46364445487720574,4,0.54580982816942603,8.2425812609604097e-21,5.472412824630737
35831643,11291,0.47085699013785298,0,0.24527571743954682,0.21752885245540751,5.664292097091675
35831643,11291,0.47085699013785298,1,0.44841082771115148,0.00041542413122397267,5.664292097091675
35831643,11291,0.47085699013785298,2,0.31621413535007359,1.2193382346111814e-06,5.664292097091675
35831643,11291,0.47085699013785298,3,0.49404299184869149,1.9729548414317526e-163,5.664292097091675
35831643,11291,0.47085699013785298,4,0.5514766911490292,2.7077873162404007e-21,5.664292097091675
47775524,4516,0.4475360005808095,0,0.2461609683234488,0.21582041558705417,5.137855052947998
47775524,4516,0.4475360005808095,1,0.42003105247594524,0.0010289880709686574,5.137855052947998
47775524,4516,0.4475360005808095,2,0.31220052497565154,1.6880089770473257e-06,5.137855052947998
47775524,4516,0.4475360005808095,3,0.48522773992456231,6.990631001024067e-157,5.137855052947998
47775524,4516,0.4475360005808095,4,0.54433115367934104,1.0982766518708218e-20,5.137855052947998
47775524,6774,0.46134769805989623,0,0.24147039581596746,0.22497650036250416,5.274382829666138
47775524,6774,0.46134769805989623,1,0.42589046222713589,0.00085872342664635251,5.274382829666138
47775524,6774,0.46134769805989623,2,0.32893064649637976,4.2152400628533364e-07,5.274382829666138
47775524,6774,0.46134769805989623,3,0.48880928623324427,1.6094873184145898e-159,5.274382829666138
47775524,6774,0.46134769805989623,4,0.54231292155856525,1.6212656418374511e-20,5.274382829666138
47775524,9032,0.46860742221818585,0,0.25070920705319127,0.20718589265633211,5.479975700378418
47775524,9032,0.46860742221818585,1,0.43623163569532902,0.00061905999467386555,5.479975700378418
47775524,9032,0.46860742221818585,2,0.34007392741134579,1.5959596384667798e-07,5.479975700378418
47775524,9032,0.46860742221818585,3,0.49313095163806026,9.5865937046713005e-163,5.479975700378418
47775524,9032,0.46860742221818585,4,0.54526421872779873,9.1649137321207095e-21,5.479975700378418
47775524,11291,0.47521827196365335,0,0.24200487299045154,0.22392025467490048,5.671172857284546
47775524,11291,0.47521827196365335,1,0.44051767972861244,0.00053889034058297739,5.671172857284546
47775524,11291,0.47521827196365335,2,0.32950268513008529,4.0139578880494997e-07,5.671172857284546
47775524,11291,0.47521827196365335,3,0.50034952188670945,3.09316080291344e-168,5.671172857284546
47775524,11291,0.47521827196365335,4,0.55152660801528386,2.6811133631064196e-21,5.671172857284546
59719405,4516,0.44878893095512895,0,0.24703589698698178,0.21414083190667091,5.897504091262817
59719405,4516,0.44878893095512895,1,0.43330499818342155,0.0006798458436407445,5.897504091262817
59719405,4516,0.44878893095512895,2,0.31960860894339477,9.2266958677192989e-07,5.897504091262817
59719405,4516,0.44878893095512895,3,0.4863971713013911,9.6978138719885288e-158,5.897504091262817
59719405,4516,0.44878893095512895,4,0.56199743379312306,3.2383296019588314e-22,5.897504091262817
59719405,6774,0.4622260607295543,0,0.24150209940490178,0.22491375400966751,5.973900079727173
59719405,6774,0.4622260607295543,1,0.45044417857200747,0.00038809243733770466,5.973900079727173
59719405,6774,0.4622260607295543,2,0.33177764163390755,3.3009241680387354e-07,5.973900079727173
59719405,6774,0.4622260607295543,3,0.48911471467738288,9.556113690605748e-160,5.973900079727173
59719405,6774,0.4622260607295543,4,0.55973304735857132,5.147496841112435e-22,5.973900079727173
59719405,9032,0.46929756483279589,0,0.23620696133581764,0.23555667125429458,6.151767015457153
59719405,9032,0.46929756483279589,1,0.43765646126067836,0.00059128507567851281,6.151767015457153
59719405,9032,0.46929756483279589,2,0.33263365531175909,3.0654721627124236e-07,6.151767015457153
59719405,9032,0.46929756483279589,3,0.4938054309818844,2.9795040036995855e-163,6.151767015457153
59719405,9032,0.46929756483279589,4,0.56487371163581479,1.7882398001934019e-22,6.151767015457153
59719405,11291,0.47576723650728853,0,0.23214681750038216,0.24394023898361117,6.402259111404419
59719405,11291,0.47576723650728853,1,0.43764767614806244,0.00059145281422475057,6.402259111404419
59719405,11291,0.47576723650728853,2,0.31957895594999575,9.2493316388637365e-07,6.402259111404419
59719405,11291,0.47576723650728853,3,0.50175094246254381,2.5642056044918128e-169,6.402259111404419
59719405,11291,0.47576723650728853,4,0.57239796304040813,3.67926148814081e-23,6.402259111404419
